MPI Processes,Nodes,Processes per Node,OpenMP Threads per process,Floating Point Ops,Distribution Time,SpMV Time,SpMV with Reduction Time,Total Time, ,Best Distribution Time,Best SpMV Time,Best SpMV with Reduction Time,Best Total Time,Best GFlops,,Worst Distribution Time,Worst SpMV Time,Worst SpMV with Reduction Time,Worst Total Time,Worst GFlops, ,Avg Distribution Time,Avg SpMV Time,Avg SpMV with Reduction Time,Avg Total Time,Avg GFlops
 , , , , ,3.84783,0.000259,0.003707,4.86081, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82938,0.000259,0.003758,4.84093, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82134,0.000258,0.003638,4.83282, , , , , , , , , , , , , , , , , ,
 , , , , ,3.8404,0.000261,0.00365,4.85149, , , , , , , , , , , , , , , , , ,
 , , , , ,3.86975,0.000286,0.003756,4.88198, , , , , , , , , , , , , , , , , ,
 , , , , ,3.87521,0.000262,0.005587,4.88787, , , , , , , , , , , , , , , , , ,
 , , , , ,3.81211,0.000272,0.003722,4.82488, , , , , , , , , , , , , , , , , ,
 , , , , ,3.83695,0.000261,0.0039,4.84992, , , , , , , , , , , , , , , , , ,
 , , , , ,3.88235,0.000264,0.003709,4.89487, , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , , ,,,,,,,,,,,,,,
 , , , , , , , , , , , , ,,,,,,,,,,,,,,
MPI Processes,Nodes,Processes per Node,OpenMP Threads per process,Floating Point Ops,Distribution Time,SpMV Time,SpMV with Reduction Time,Total Time, ,Best Distribution Time,Best SpMV Time,Best SpMV with Reduction Time,Best Total Time,Best GFlops,,Worst Distribution Time,Worst SpMV Time,Worst SpMV with Reduction Time,Worst Total Time,Worst GFlops, ,Avg Distribution Time,Avg SpMV Time,Avg SpMV with Reduction Time,Avg Total Time,Avg GFlops
64, ,2,0,8516500,3.83661,0.000348,0.004148,4.82931, ,3.82198,0.000326,0.004014,4.82931,4.243208, ,3.95653,0.000399,0.004629,4.94596,3.679601, ,3.856227,0.000341,0.004278,4.852614,3.981336
 , , , , ,3.83687,0.000336,0.0043,4.8319, , , , , , , , , , , , , , , , , ,
 , , , , ,3.89404,0.00034,0.004116,4.88887, , , , , , , , , , , , , , , , , ,
 , , , , ,3.84651,0.000337,0.004198,4.85158, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82635,0.000337,0.004057,4.81702, , , , , , , , , , , , , , , , , ,
 , , , , ,3.86555,0.000399,0.004295,4.86254, , , , , , , , , , , , , , , , , ,
 , , , , ,3.87986,0.000328,0.004432,4.87639, , , , , , , , , , , , , , , , , ,
 , , , , ,3.95653,0.000342,0.004445,4.94596, , , , , , , , , , , , , , , , , ,
 , , , , ,3.86098,0.000333,0.004312,4.85795, , , , , , , , , , , , , , , , , ,
 , , , , ,3.853,0.000337,0.004496,4.85626, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82565,0.000337,0.004308,4.8283, , , , , , , , , , , , , , , , , ,
 , , , , ,3.83712,0.000336,0.00422,4.83044, , , , , , , , , , , , , , , , , ,
 , , , , ,3.84441,0.000345,0.004271,4.84309, , , , , , , , , , , , , , , , , ,
 , , , , ,3.85013,0.000332,0.004176,4.84362, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82592,0.000338,0.004318,4.84419, , , , , , , , , , , , , , , , , ,
 , , , , ,3.87968,0.000336,0.004317,4.87033, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82198,0.000337,0.00422,4.81462, , , , , , , , , , , , , , , , , ,
 , , , , ,3.85153,0.000334,0.004391,4.84486, , , , , , , , , , , , , , , , , ,
 , , , , ,3.82827,0.000326,0.004179,4.82157, , , , , , , , , , , , , , , , , ,
 , , , , ,3.90585,0.000371,0.004629,4.8985, , , , , , , , , , , , , , , , , ,
 , , , , ,3.85392,0.000337,0.004014,4.84759, , , , , , , , , , , , , , , , , ,
 , , , , , , , , , , , , ,,,,,,,,,,,,,,
 , , , , , , , , , , , , ,,,,,,,,,,,,,,
MPI Processes,Nodes,Processes per Node,OpenMP Threads per process,Floating Point Ops,Distribution Time,SpMV Time,SpMV with Reduction Time,Total Time, ,Best Distribution Time,Best SpMV Time,Best SpMV with Reduction Time,Best Total Time,Best GFlops,,Worst Distribution Time,Worst SpMV Time,Worst SpMV with Reduction Time,Worst Total Time,Worst GFlops, ,Avg Distribution Time,Avg SpMV Time,Avg SpMV with Reduction Time,Avg Total Time,Avg GFlops
64, ,2,0,8516500,3.82907,0.000278,0.004128,4.8238, ,3.81186,0.00025,0.004006,4.8238,4.252036, ,3.9165,0.000349,0.004599,4.92042,3.703389, ,3.852928,0.000289,0.004247,4.850794,4.010869
 , , , , ,3.89802,0.000283,0.00427,4.90431, , , , , , , , , , , , , , , , , ,
 , , , , ,3.85677,0.000341,0.004225,4.84742, , , , , , , , , , , , , , , , , ,
