v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
1,1,0.929308,1.029744,0.897419,0.55466,0.449278,3.352417,1.870405
2,4,0.972807,1.083175,0.929447,0.563343,0.432786,4.051024,3.341206
3,9,0.961973,1.033105,0.925975,0.572263,0.44769,4.504326,4.581427
4,16,0.953022,1.074148,0.931227,0.571348,0.383593,4.708462,5.128684
5,25,0.94426,1.06375,0.939623,0.572691,0.379894,4.951137,5.53095
6,36,0.95555,1.040803,0.926376,0.57432,0.382787,5.149797,5.70346
7,49,0.938738,1.043347,0.912031,0.571926,0.381421,5.231487,5.828205
8,64,0.940833,1.008048,0.935045,0.585325,0.389599,5.27629,5.793152
