4.23554,4.34538
3.98002,4.07059
3.94785,4.0354
4.04795,4.13877
4.04014,4.13116
3.96861,4.06038
3.97102,4.06434
3.99938,4.08908
4.04309,4.13301
3.96813,4.05993



1.8007,1.84192
1.80209,1.84285
1.80383,1.84567
1.82023,1.86069
1.80393,1.84465
1.83117,1.87173
1.80709,1.84717
1.82659,1.86694
1.79386,1.83436
1.79912,1.83864



3.13589,3.1918
2.94241,2.99521
3.01208,3.06469
2.94081,2.99343
2.94663,3.00171
2.94102,2.99472
2.99218,3.045
2.96579,3.01851
2.95376,3.00618
2.94186,2.9957



6.63579,6.74733
6.47768,6.58845
6.34264,6.45226
6.34589,6.45638
6.29183,6.40337
6.29623,6.40828
6.26743,6.37818
6.29497,6.40637
6.61924,6.72908
6.39942,6.51041



2.18357,2.22042
2.09488,2.13179
2.07906,2.11592
2.1333,2.17033
2.09267,2.13002
2.08128,2.11867
2.08019,2.11669
2.12067,2.15955
2.09132,2.12846
2.08281,2.11983



1.88107,1.91125
1.7615,1.79099
1.75465,1.78541
1.76066,1.79148
1.77334,1.80407
1.75536,1.78558
1.81364,1.84333
1.75534,1.78567
1.7603,1.79157
1.75696,1.78679



10.4964,10.6805
9.68663,9.87063
9.73771,9.92117
10.4263,10.6103
10.1508,10.3384
9.68851,9.87279
9.7093,9.89423
9.68186,9.86739
9.70712,9.8901
9.70049,9.88868



3.81765,3.8729
3.61514,3.66904
3.64176,3.69702
3.5955,3.65063
3.61286,3.66771
3.68775,3.74212
3.58573,3.64128
3.61068,3.66763
3.61224,3.6683
3.67156,3.72863



11.9148,12.0496
11.7031,11.8364
11.7877,11.9216
11.5305,11.6637
11.6499,11.783
11.3712,11.5051
11.6218,11.754
11.5023,11.6346
11.772,11.9073
11.6749,11.8084



9.60776,9.7339
9.3224,9.44238
9.18693,9.30693
9.21254,9.33235
9.30912,9.43141
9.22855,9.34838
9.12632,9.24739
9.18123,9.30075
9.29406,9.41431
9.71161,9.83102



5.41746,5.49014
5.27876,5.3516
5.2225,5.29528
5.29614,5.36989
5.30309,5.37597
5.28961,5.36159
5.31012,5.38262
5.29866,5.37045
5.24023,5.31212
5.27658,5.3495



6.50153,6.59494
6.58486,6.672
6.31778,6.40534
6.35428,6.44176
6.35112,6.43788
6.42561,6.51563
6.34627,6.43369
6.36274,6.44925
6.35195,6.43758
6.43239,6.51979



2.24487,2.28135
2.21085,2.24421
2.24927,2.28277
2.22246,2.25749
2.22292,2.2567
2.2265,2.25908
2.26283,2.29588
2.22167,2.25425
2.2909,2.32424
2.24666,2.27995



2.57313,2.61061
2.63243,2.6691
2.55089,2.58784
2.61725,2.65473
2.54866,2.58665
2.54986,2.5876
2.54987,2.58667
2.61565,2.65687
2.55565,2.59203
2.55633,2.59282



3.18296,3.22531
2.85128,2.89294
2.81464,2.85598
2.82595,2.86736
2.82665,2.86802
2.84285,2.88539
2.83923,2.88129
2.84066,2.88202
2.85793,2.89958
2.90906,2.95166



6.90242,6.97665
5.91366,5.98822
5.94915,6.0235
6.04341,6.11999
5.76572,5.84359
5.99029,6.0661
5.73041,5.80646
5.76619,5.89862
5.78185,5.85634
5.76171,5.83648



9.25608,9.36137
8.68663,8.79236
8.56721,8.67001
8.76882,8.87376
8.59918,8.7029
8.61324,8.71644
8.82959,8.93328
8.60136,8.70414
8.72233,8.827
8.89928,9.00318



29.8612,30.1749
27.0579,27.4969
34.0317,34.313
25.4597,25.7428
25.2749,25.5506
25.4331,25.7164
25.3883,25.669
25.2758,25.5501
25.3787,25.6523
25.6198,25.8916



21.6591,21.8791
20.4158,20.6369
19.7456,19.9656
19.7749,19.9952
19.8139,20.0333
19.9637,20.1844
20.0309,20.2517
19.7427,19.9631
20.041,20.2614
19.9862,20.2095



4.77088,4.83572
4.89631,4.9629
4.80484,4.86999
4.76234,4.82736
6.14634,6.21017
5.03862,5.1028
4.95442,5.01837
4.75958,4.82439
4.82342,4.88964
4.90495,4.96991



6.89917,6.983
6.82792,6.91155
6.93023,7.01444
7.12274,7.20641
6.86762,6.95055
6.8538,6.93831
6.82474,6.90822
6.84671,6.93068
6.88275,6.9666
6.84539,6.92878



15.2246,15.378
14.7847,14.9383
14.6501,14.8038
14.6258,14.7855
14.8038,14.9587
14.8592,15.0118
14.7321,14.8854
14.7134,14.867
15.1701,15.3236
14.6204,14.7744



8.86128,8.96243
9.08448,9.17946
8.85783,8.9517
8.8944,8.9921
8.89592,8.99341
8.87198,8.97011
8.88446,8.97866
8.86879,8.96736
8.85719,8.95672
8.87583,8.97375



14.7353,14.8985
14.7317,14.8931
14.7311,14.8924
14.7304,14.892
14.6633,14.824
15.0163,15.1735
15.5226,15.6839
15.4771,15.6367
15.0415,15.2005
14.7066,14.87



12.5884,12.7364
12.57,12.7166
12.9382,13.0858
12.6047,12.753
12.5928,12.7386
12.6699,12.8178
13.0909,13.2373
12.6409,12.7868
12.5456,12.6918
12.6078,12.7538



