5.05511,0.0583637,0.00151634,0.00214362,0.00152969,5.21093
4.06823,0.0584588,0.00160098,0.0022006,0.00151992,4.15283
4.0763,0.0578918,0.00152969,0.00229669,0.00152898,4.16031
4.04137,0.0629604,0.00153565,0.00233769,0.00151491,4.13043
4.0871,0.0585771,0.00152683,0.00228906,0.00152493,4.17108
4.10642,0.0586436,0.00154114,0.0023036,0.00152636,4.19035
4.14006,0.0580287,0.00152373,0.00215197,0.00151587,4.22433
4.16276,0.0584459,0.00151563,0.00240064,0.00152087,4.24677
4.07061,0.0576537,0.00158334,0.00230598,0.00153446,4.15429
4.14305,0.057456,0.00153542,0.0021832,0.00150824,4.22699
4.19457,0.0579953,0.00154448,0.00236917,0.00151658,4.27836
4.09249,0.0585725,0.0018146,0.00226164,0.00152755,4.17715
4.13724,0.0582676,0.00151777,0.00231314,0.00150895,4.22084
4.08431,0.0577743,0.00151396,0.00235224,0.00152731,4.16747
4.05055,0.060261,0.00161886,0.00234842,0.0015192,4.13913
4.07639,0.0582559,0.00152802,0.00230527,0.00150847,4.16061
4.04962,0.0623281,0.00154853,0.00223303,0.00151253,4.13706
4.08333,0.0583193,0.00156307,0.00214529,0.00152063,4.16812
4.12936,0.0577412,0.00152898,0.00226092,0.00151992,4.21274
4.14205,0.0573087,0.00158024,0.00223684,0.00152254,4.22578



3.90215,0.0310609,0.000510454,0.00107527,0.000701904,3.93953
1.83733,0.0309644,0.000494242,0.00111866,0.000706196,1.87441
1.81705,0.0309193,0.00104427,0.00100541,0.000701904,1.85516
1.79854,0.030797,0.000504971,0.00110579,0.000696182,1.83767
1.80245,0.0308366,0.000499487,0.0010705,0.000698566,1.83946
1.84413,0.0308907,0.000515938,0.00107551,0.000694752,1.88126
1.79322,0.031044,0.00049758,0.00109506,0.00069809,1.83059
1.80693,0.0305533,0.000837326,0.0010407,0.000698328,1.84407
1.84829,0.030479,0.000504971,0.00108743,0.000720978,1.88492
1.797,0.0305345,0.000506878,0.000989199,0.000699043,1.8339
1.7879,0.0309207,0.000534058,0.00106359,0.00070858,1.82514
1.81083,0.0306866,0.000504494,0.00107813,0.000695944,1.84778
1.80994,0.0313196,0.000499964,0.00105667,0.000700951,1.84753
1.8472,0.0309579,0.000538588,0.00107813,0.000698328,1.88432
1.79209,0.0303578,0.000505447,0.00109339,0.000694036,1.82878
1.79965,0.030669,0.000500679,0.0010643,0.000700235,1.83664
1.81554,0.0305953,0.000507116,0.00108862,0.000699043,1.85239
1.80899,0.0307345,0.000529289,0.00107932,0.000696659,1.84584
1.81752,0.0307724,0.000535488,0.00105047,0.00069499,1.85447
1.79896,0.0306411,0.000532627,0.00106788,0.000705004,1.8359



5.9812,0.0383279,0.00141883,0.00146174,0.000957727,6.03027
3.01735,0.0382493,0.00142527,0.00143051,0.000961065,3.06592
3.02401,0.0386989,0.00142241,0.00146055,0.000957727,3.07266
2.99665,0.0377195,0.00143552,0.0014286,0.000962019,3.04463
3.01703,0.0373633,0.00142908,0.00144315,0.000975847,3.06534
3.00009,0.0384107,0.00142074,0.00145316,0.000961781,3.04855
2.99882,0.0375686,0.0014689,0.00144649,0.000954628,3.04735
2.99895,0.037745,0.00143337,0.00143743,0.000965834,3.04951
3.16925,0.0383921,0.00145197,0.0013442,0.000953197,3.21803
2.98624,0.0378227,0.0013938,0.00144768,0.000960588,3.03464
2.99935,0.0378096,0.0014658,0.00143361,0.000961304,3.04764
3.02431,0.0378973,0.0014472,0.00144362,0.000964642,3.07252
3.00293,0.037482,0.00145674,0.00144219,0.000963211,3.05176
3.02036,0.0380049,0.00142598,0.00146055,0.000956774,3.06873
3.0329,0.0383825,0.0014205,0.00146723,0.000965595,3.0817
3.00152,0.0374722,0.00141883,0.00144935,0.000992298,3.04988
3.00514,0.0377526,0.00147939,0.00145221,0.000961065,3.0532
3.03634,0.0380194,0.00148869,0.00145078,0.000976562,3.08528
3.00314,0.038219,0.00141072,0.00144863,0.000955582,3.05233
3.00323,0.0374808,0.00149536,0.00143528,0.000980854,3.05186



13.6365,0.0801368,0.00249124,0.0022707,0.00146651,13.7525
6.53798,0.0796418,0.00267458,0.00219274,0.00146127,6.65353
6.5153,0.0794237,0.00247192,0.00210071,0.00149202,6.63061
6.53035,0.0801685,0.00265121,0.00224185,0.00147033,6.64661
6.55604,0.0810032,0.00257564,0.00207853,0.00145102,6.67222
6.50263,0.0798528,0.002496,0.00222564,0.00149798,6.61777
6.53703,0.0800767,0.00247526,0.00220513,0.00145793,6.65233
6.50694,0.0804703,0.00260067,0.00214124,0.00147128,6.6224
6.53021,0.0800834,0.00267076,0.00219774,0.0014832,6.64553
6.50215,0.0795679,0.0024972,0.00214934,0.0014832,6.61749
6.50984,0.0796707,0.00255466,0.00219822,0.00145888,6.6257
6.73669,0.0793755,0.00258183,0.00207496,0.00145555,6.85188
6.61649,0.0803003,0.00259471,0.00225234,0.00148034,6.73262
6.56039,0.0802379,0.0025022,0.00217748,0.0014708,6.67577
6.50607,0.0799541,0.00246358,0.00214982,0.00146747,6.62213
6.55243,0.0798326,0.00249934,0.00215197,0.00148273,6.66731
6.51988,0.0797436,0.00249529,0.00215745,0.00145817,6.63509
6.51563,0.0808525,0.00264144,0.0021894,0.00146365,6.63297
6.51294,0.0800335,0.00249028,0.00209284,0.00148797,6.62861
6.55253,0.0796807,0.00250196,0.00223637,0.0014658,6.66788



4.36884,0.0256109,0.000625372,0.000650167,0.00044322,4.40567
2.09699,0.0257726,0.000638485,0.000665426,0.00043726,2.13346
2.08484,0.0253918,0.000658035,0.000639677,0.000439644,2.1212
2.14245,0.0255232,0.000668526,0.000651836,0.000441313,2.17888
2.09202,0.0257347,0.000591278,0.000653028,0.000446558,2.12851
2.08671,0.0254219,0.000564575,0.000650644,0.000442028,2.1232
2.11961,0.0255048,0.00136209,0.000659227,0.000441551,2.15626
2.09013,0.0256135,0.000613451,0.000650644,0.00044179,2.12679
2.18251,0.0257387,0.000686169,0.000650644,0.000435591,2.21935
2.09284,0.0254769,0.000602484,0.000645399,0.000444889,2.12936
2.11535,0.025636,0.00063014,0.000655174,0.000434637,2.15193
2.1029,0.0252914,0.000580072,0.000658274,0.000444889,2.13933
2.09495,0.0255201,0.00071311,0.000654459,0.000440598,2.13125
2.11364,0.0251684,0.000632524,0.00066328,0.000446081,2.14973
2.09628,0.025408,0.000840425,0.000650644,0.000438929,2.13328
2.18443,0.0252583,0.000626326,0.000656128,0.000442266,2.2208
2.10956,0.0252042,0.000595093,0.00064683,0.000449419,2.14572
2.13625,0.0249166,0.000599384,0.000669003,0.000441074,2.17209
2.34351,0.0256071,0.000533819,0.000667572,0.000457048,2.38017
2.0984,0.0256155,0.000598907,0.000656366,0.000439405,2.13516



3.71266,0.0204148,0.00060606,0.000380993,0.000340462,3.74242
1.80994,0.0205052,0.000558138,0.000395536,0.000345469,1.83982
1.78679,0.0206587,0.00057292,0.000383615,0.000336885,1.81756
1.78036,0.020772,0.000488758,0.000384569,0.000342131,1.81088
1.82162,0.0207522,0.00046134,0.00039506,0.000330925,1.85167
1.77683,0.020328,0.000574589,0.000396013,0.000332117,1.80676
1.82088,0.0208375,0.000478745,0.000403166,0.000347853,1.85089
1.7996,0.0201211,0.000479937,0.000387669,0.000328779,1.82958
1.8567,0.0205913,0.000457525,0.000390768,0.000333071,1.88637
1.80627,0.0201933,0.000479698,0.000382185,0.000340462,1.83566
1.79647,0.0199659,0.000486374,0.000405788,0.000343561,1.82602
1.79437,0.0203562,0.000461578,0.000393629,0.000340223,1.82436
1.78568,0.0205863,0.000481606,0.000395536,0.000339031,1.81608
1.84084,0.0206506,0.000489473,0.000385046,0.000345945,1.87071
1.82818,0.0206187,0.000510931,0.000378609,0.000338078,1.8581
1.808,0.0208652,0.000831127,0.000384808,0.000319004,1.83864
1.78771,0.0205047,0.00052762,0.000385046,0.000359535,1.81759
1.82592,0.0207996,0.000628948,0.000389099,0.000344276,1.85634
1.85741,0.0209007,0.000922441,0.000394821,0.000318289,1.88773
1.79637,0.0207648,0.000527143,0.000390053,0.000352859,1.82646



18.2993,0.182858,0.00239635,0.00192237,0.00134087,18.4936
10.3736,0.187696,0.00373244,0.00186348,0.00134778,10.574
10.318,0.184239,0.00240922,0.00198054,0.00130558,10.5139
10.3685,0.182874,0.00243497,0.00181293,0.00133848,10.5631
10.9048,0.183114,0.0024662,0.00198007,0.00134325,11.1
10.4881,0.183199,0.00243998,0.00178456,0.0013423,10.6829
11.4111,0.182979,0.00243139,0.00185847,0.00130987,11.6056
10.8573,0.182604,0.00241613,0.00190473,0.00133252,11.0521
10.3173,0.183162,0.00239062,0.00197911,0.00133657,10.5124
10.3102,0.182669,0.00237727,0.00184631,0.0013473,10.5046
10.3438,0.183119,0.00239372,0.00198936,0.00130463,10.5381
10.3242,0.182687,0.00233054,0.001858,0.00135088,10.5184
10.4088,0.183949,0.00249076,0.00182986,0.0013783,10.6045
10.7962,0.18306,0.00237966,0.0019753,0.00134206,10.991
10.3227,0.183283,0.00237608,0.0019865,0.00133824,10.5178
10.3723,0.183728,0.00236344,0.00199556,0.00138259,10.5676
10.3087,0.184022,0.00237966,0.00198126,0.00131226,10.504
10.7432,0.183019,0.00238943,0.00196195,0.00138044,10.9379
10.3774,0.183689,0.00236082,0.00182772,0.00130677,10.5724
10.7949,0.182888,0.00234175,0.0018208,0.00135112,10.99



7.83627,0.0409141,0.00109291,0.000524998,0.000407934,7.89439
3.80427,0.0406804,0.00114226,0.000516653,0.000408649,3.86229
3.72402,0.0403812,0.00115228,0.000523806,0.000404358,3.78157
3.69936,0.0403998,0.00114536,0.000532866,0.000401497,3.75676
3.69626,0.0409887,0.00114441,0.000520706,0.000399828,3.75479
3.82211,0.040942,0.00112224,0.000519991,0.000403881,3.88019
3.69488,0.0405233,0.00116158,0.000521898,0.00041604,3.75279
3.7078,0.0406106,0.001158,0.000515938,0.000403404,3.76603
3.69752,0.040457,0.00147486,0.000528574,0.00039506,3.75602
3.68563,0.0405655,0.00118995,0.000524998,0.000421524,3.7435
3.70181,0.0409799,0.00110316,0.000524759,0.00040555,3.75972
3.7009,0.0403156,0.00119019,0.00052309,0.000416517,3.75871
3.72156,0.0409291,0.00121593,0.000518322,0.000407934,3.77964
3.69332,0.0405207,0.00110006,0.000515461,0.000411987,3.7515
3.69593,0.0408199,0.00116301,0.000525475,0.00040555,3.75469
3.79088,0.0402133,0.00116706,0.000530243,0.000410795,3.84835
3.80571,0.0403962,0.0011878,0.000516891,0.000403881,3.86378
3.74861,0.0409808,0.00119138,0.00053072,0.000406504,3.80691
3.75428,0.0407231,0.00118876,0.000522614,0.000403881,3.81237
3.69612,0.0401208,0.00114274,0.000520706,0.000406027,3.75363



23.8116,0.124979,0.00262141,0.00136399,0.000869274,23.9464
11.944,0.124358,0.00267291,0.00132227,0.000875711,12.0789
11.9314,0.123893,0.002635,0.00134754,0.000880241,12.0661
12.3184,0.137875,0.00265837,0.00135779,0.00087142,12.4667
11.9595,0.124007,0.00266337,0.00131083,0.000872612,12.0936
11.9117,0.124773,0.00269365,0.00136733,0.000867605,12.0471
12.2125,0.124418,0.00263333,0.00139546,0.000869751,12.3472
11.9222,0.124034,0.0026896,0.00132585,0.000875473,12.0566
11.9432,0.124347,0.00266767,0.00132418,0.000871658,12.0785
11.9276,0.124025,0.00265718,0.00137067,0.00087142,12.0623
12.0626,0.124084,0.00269318,0.00131798,0.000878811,12.1967
11.9975,0.123455,0.00266743,0.00134206,0.000875473,12.1321
12.1975,0.123887,0.00261641,0.0013268,0.000868082,12.3321
11.9314,0.124601,0.0026238,0.0013597,0.000879049,12.0663
12.2085,0.123969,0.00265503,0.00134921,0.000874281,12.3424
12.4332,0.123544,0.00267363,0.00137186,0.00088048,12.5675
11.9542,0.123325,0.00264621,0.0013299,0.000891685,12.0886
11.9075,0.123396,0.0026412,0.00132442,0.000876665,12.0414
11.9091,0.12383,0.00261879,0.00136828,0.000873327,12.0434
12.1023,0.123397,0.00265837,0.00131178,0.000873566,12.2362



18.8829,0.0917273,0.00298214,0.000785589,0.000584126,19.009
9.72669,0.0963147,0.00250578,0.000785828,0.00058651,9.85245
9.50941,0.0992193,0.00212288,0.000781059,0.000603437,9.63667
9.6027,0.10072,0.00254774,0.00080514,0.000591993,9.73391
9.55118,0.105668,0.0025301,0.000796556,0.000585079,9.68587
9.77799,0.0951803,0.00279999,0.000778675,0.000585318,9.90357
