Bash version 4.2.46(1)-release...
9 tasks per node
1 threads per task
7.12849,0.00106752,7.91654
4.38536,0.00120419,5.1744
4.29001,0.00106883,5.07918
4.34787,0.00118582,5.14464
4.33282,0.00118615,5.11893
4.36561,0.00109159,5.15239
4.34108,0.00119254,5.12687
4.31102,0.00100373,5.09692
4.37641,0.00113823,5.16382
4.33863,0.00100203,5.12693
4.32041,0.00103625,5.1074
4.29414,0.00106228,5.08167
4.28097,0.00105435,5.06731
4.38985,0.00114436,5.17524
4.3544,0.00104269,5.14119
4.38057,0.00100818,5.16957
4.30374,0.00107596,5.09173
4.30121,0.00107036,5.08802
4.38142,0.00114758,5.16769
4.2914,0.00108781,5.07956
4.38673,0.00105592,5.17323
4.29872,0.0011455,5.08523
4.31979,0.00111204,5.10814
4.47556,0.00103695,5.26129
4.40448,0.00101434,5.19078
4.32257,0.00106945,5.11171
4.30961,0.00114113,5.09628
4.37336,0.00111686,5.16174
4.32625,0.00105859,5.11493
4.28632,0.00107663,5.07599
4.33334,0.00122325,5.1203
4.44527,0.00122646,5.23451
4.37687,0.0011774,5.15328
4.41883,0.0011268,5.20729
4.43607,0.00104656,5.22342
4.38105,0.00153834,5.16731
4.36802,0.000999646,5.15381
4.46571,0.00106715,5.25383
4.3182,0.000904858,5.10552
4.28932,0.00104109,5.07883
4.36469,0.00109824,5.15142
4.3882,0.0012279,5.17505
4.31629,0.00106161,5.10493
4.36999,0.00120569,5.15838
4.42055,0.00103213,5.20727
4.30677,0.00114647,5.09706
4.38456,0.00117676,5.17029
4.37657,0.00116761,5.16859
4.68525,0.00096778,5.47076
4.40717,0.00112773,5.19292
4.37711,0.00107747,5.16368
2 threads per task
4.34789,0.00363143,5.13837
4.38282,0.00400282,5.17191
4.38668,0.00381968,5.17832
4.38137,0.00384224,5.17096
4.36646,0.00438475,5.15461
4.37897,0.00421847,5.16833
4.39654,0.00398866,5.18561
4.43629,0.00381077,5.22538
4.36781,0.00407003,5.15837
4.40427,0.00444525,5.19471
4.28833,0.00420317,5.06702
4.2764,0.0040475,5.06749
4.42506,0.00400986,5.2182
4.38367,0.00379798,5.17255
4.29656,0.00402419,5.0858
4.32004,0.00407681,5.10969
4.36757,0.00393887,5.16148
4.30166,0.00398233,5.09558
4.39229,0.00407702,5.18386
4.29368,0.00410413,5.08318
4.37909,0.00405535,5.174
4.32951,0.00402833,5.1222
4.32557,0.00405411,5.11795
4.39688,0.00449022,5.18743
4.37164,0.00420249,5.16081
4.37754,0.00357375,5.1665
4.28555,0.00403639,5.07784
4.38506,0.00408434,5.18058
4.42785,0.00401344,5.21666
4.35769,0.00404527,5.14731
4.31185,0.00404632,5.10169
4.29911,0.00416994,5.0912
4.3862,0.00405611,5.17804
4.27959,0.00414305,5.07168
4.29201,0.00417082,5.08131
4.37139,0.00400016,5.16131
4.36684,0.00314192,5.15471
4.32846,0.00404387,5.12119
4.36672,0.00419967,5.15726
4.36551,0.00913174,5.15919
4.37028,0.00376086,5.15871
4.29319,0.00411846,5.08474
4.36711,0.00407538,5.15757
4.42057,0.00370291,5.2087
4.31719,0.00387953,5.10882
4.2897,0.00388621,5.079
4.3796,0.00379983,5.16894
4.53936,0.00439856,5.3293
4.37351,0.00394655,5.16266
4.38121,0.00422675,5.17295
4.36089,0.0142883,5.16381
3 threads per task
4.29087,0.0101315,5.08577
4.36621,0.0069373,5.15941
4.38876,0.00697991,5.18613
4.2969,0.00823534,5.09357
4.30702,0.013927,5.10785
4.3935,0.0148029,5.19664
4.36733,0.00661451,5.16121
4.37095,0.00538673,5.16463
4.31016,0.0112555,5.10754
4.41468,0.00696227,5.21218
4.34081,0.00683129,5.13487
4.38278,0.00584167,5.18116
4.35632,0.0150786,5.15711
4.42255,0.00727467,5.2172
4.34761,0.00992076,5.14412
4.38592,0.0070585,5.18135
4.46876,0.0137627,5.26892
4.34938,0.00896534,5.14303
4.40352,0.0142662,5.20427
4.36715,0.0135683,5.16565
4.25036,0.0105173,5.04724
4.47073,0.00724663,5.26608
4.37172,0.0146632,5.17422
4.35767,0.0108351,5.14194
4.35073,0.0141879,5.15031
4.42123,0.0130714,5.21894
4.36202,0.00709853,5.15733
4.30095,0.0158779,5.12148
4.30929,0.0178539,5.1132
4.37399,0.00763235,5.16934
4.33705,0.0131392,5.13624
4.38918,0.00721751,5.18083
4.38817,0.00693811,5.18313
4.46757,0.00656758,5.26016
4.40095,0.00818453,5.19431
4.34696,0.00717641,5.13907
4.44132,0.00738709,5.23454
4.47895,0.00978833,5.28432
4.29489,0.00525942,5.08575
4.32207,0.015881,5.12342
4.30998,0.00966313,5.10686
4.43645,0.00672504,5.23286
4.37588,0.00728164,5.15887
4.43477,0.00556714,5.21532
4.39183,0.0158371,5.19479
4.31531,0.00875658,5.11029
4.4197,0.00864011,5.21404
4.35901,0.00902402,5.14712
4.30535,0.00566271,5.09634
4.38745,0.00672355,5.16951
4.29708,0.0153847,5.10014
4 threads per task
4.30997,0.0142933,5.115
4.28572,0.0136626,5.08428
4.32785,0.0102866,5.12706
4.45074,0.0109169,5.24648
4.35751,0.0101534,5.15472
4.30722,0.0175268,5.14731
4.3133,0.0190116,5.11981
4.3814,0.00878019,5.17489
4.39637,0.0104247,5.19598
4.26849,0.00866344,5.06442
4.38462,0.0120518,5.18709
4.39317,0.0103062,5.19091
4.28855,0.0149062,5.08884
4.36773,0.0105095,5.16391
4.34416,0.0137798,5.1426
4.29267,0.0116372,5.09264
4.36765,0.0114602,5.16793
4.29534,0.0120837,5.09311
4.29644,0.0164241,5.10023
4.32124,0.00860579,5.12261
4.30176,0.0174804,5.10544
4.34409,0.0108314,5.14472
4.37836,0.00878122,5.16534
4.39106,0.00864963,5.18875
4.44905,0.00888771,5.24292
4.38415,0.011772,5.18377
4.35367,0.0142514,5.15582
4.4296,0.0128076,5.22923
4.35625,0.0178809,5.15861
4.32079,0.0160533,5.12512
4.42657,0.0152847,5.22663
4.44757,0.0209947,5.25445
4.30087,0.0135528,5.10006
4.28814,0.0104576,5.08537
4.4114,0.0101411,5.20707
4.40917,0.00885212,5.20649
4.39555,0.0143327,5.19487
4.38267,0.00855136,5.17669
4.37051,0.0103064,5.16796
4.40811,0.0181041,5.21545
4.39765,0.0181954,5.20497
4.41421,0.00883402,5.20733
4.29357,0.00995634,5.09196
4.42036,0.0114916,5.21729
4.31071,0.0134671,5.11242
4.31608,0.010479,5.11363
4.42507,0.0102568,5.22044
4.32742,0.0165776,5.13285
4.31969,0.0122048,5.10668
4.41256,0.0125479,5.21316
4.3335,0.013667,5.1351
5 threads per task
4.39781,0.0133744,5.19557
4.30673,0.0131106,5.10972
4.41145,0.0148154,5.24482
4.41456,0.0148803,5.21516
4.3959,0.0146746,5.19713
4.36756,0.0211038,5.17558
4.3777,0.0118785,5.17737
4.34982,0.0227859,5.156
4.30879,0.015256,5.09912
4.296,0.0145023,5.09634
4.30482,0.0115278,5.10202
4.36765,0.0137673,5.17259
4.35749,0.0208862,5.16356
4.29227,0.0131849,5.09125
4.36212,0.0118485,5.15912
4.41184,0.0229455,5.20872
4.2891,0.0182309,5.0984
4.35179,0.0207673,5.15869
4.38863,0.0155839,5.18914
4.28439,0.0196806,5.08976
4.41744,0.0116608,5.2165
4.37175,0.0212802,5.17802
4.32196,0.0121577,5.11212
4.37213,0.0150554,5.17338
4.40817,0.0122307,5.20503
4.44876,0.0187034,5.25352
4.27976,0.0132474,5.08244
4.37501,0.0113017,5.17277
4.30257,0.015118,5.10523
4.37305,0.0150544,5.17643
4.32017,0.0151035,5.12644
4.33606,0.022362,5.14599
4.37156,0.0105245,5.16736
4.29116,0.0132005,5.09219
4.3623,0.0143133,5.16473
4.3616,0.0122594,5.15839
4.28656,0.0115313,5.0863
4.31309,0.0135037,5.11047
4.36913,0.0119538,5.16929
4.42384,0.0197582,5.2312
4.39876,0.0149554,5.19958
4.32084,0.0134678,5.12524
4.47776,0.0155546,5.27996
4.37095,0.0135107,5.1723
4.40693,0.0136721,5.20825
4.27703,0.0149139,5.07894
4.36592,0.0133464,5.16482
4.38034,0.0136253,5.18016
4.27425,0.0162583,5.08069
4.40974,0.0160117,5.21177
4.30663,0.0151918,5.10612
6 threads per task
4.36267,0.0189498,5.16965
4.38712,0.0176962,5.1912
4.36029,0.0207569,5.16566
4.38697,0.0189076,5.19086
4.42164,0.0203419,5.22682
4.29769,0.0239714,5.10871
4.30623,0.0244942,5.11742
4.36608,0.0207099,5.17086
4.36951,0.0185829,5.19581
