6.40905,0.101335,0.0158608,0.01139,6.55842
5.69792,0.102279,0.000659943,0.00567031,5.80922
5.68583,0.102986,0.000391483,0.0055995,5.79906
5.71687,0.102067,0.000415325,0.00567627,5.82805
5.69365,0.102279,0.00509191,0.00547862,5.80919
5.73317,0.101782,0.000385761,0.00564289,5.84392
5.75439,0.101307,0.000387192,0.00562835,5.8646
5.72174,0.10222,0.000669718,0.00561547,5.83306
5.84005,0.102577,0.000402927,0.00560951,5.95154
5.74637,0.102112,0.000451088,0.00561547,5.85722
5.70303,0.103188,0.000670195,0.00565195,5.81547
5.70096,0.102437,0.000778913,0.0058403,5.81278
5.73334,0.102308,0.000420332,0.00565815,5.84449
5.6909,0.101781,0.000678778,0.00563788,5.80199
5.75663,0.10256,0.000752211,0.00562859,5.86818
5.76336,0.101984,0.000740051,0.00561213,5.87444
5.72254,0.10255,0.000705957,0.0057416,5.83437
5.73251,0.102695,0.000648737,0.00561309,5.84421
5.73678,0.102104,0.000429153,0.00564075,5.84766
5.75219,0.103114,0.000676632,0.00558162,5.8643
5.73714,0.102755,0.00066185,0.00568652,5.84896
5.71076,0.101991,0.000728846,0.00565243,5.82188
5.84581,0.102771,0.000680208,0.00568914,5.95797
5.73457,0.102718,0.000413179,0.00560188,5.84576
5.83245,0.10143,0.000706196,0.00563335,5.94298
5.70917,0.102294,0.000422239,0.00567889,5.82036
5.68466,0.101725,0.000684738,0.0056448,5.79547
5.75095,0.102605,0.00040555,0.00566411,5.86227
5.78456,0.102076,0.000382185,0.00564933,5.89543
5.70633,0.102987,0.000911236,0.00560999,5.81861
5.73973,0.102553,0.000416994,0.00567484,5.85123
5.72602,0.102341,0.000659227,0.00560784,5.83725
5.72462,0.102471,0.000444412,0.00558496,5.83582
5.72285,0.102491,0.000397682,0.00562143,5.834
5.74744,0.102022,0.000396967,0.00565529,5.8583
5.73548,0.101342,0.000636578,0.00560689,5.8473
5.70684,0.10265,0.000409842,0.00565386,5.81842
5.75108,0.102438,0.000386953,0.00559497,5.86637
5.69398,0.102555,0.000729799,0.0056448,5.80573
5.72455,0.102533,0.00064826,0.00577998,5.8362
5.69593,0.102606,0.000705957,0.00563478,5.80768
5.74254,0.103056,0.000747681,0.00559187,5.85478
5.73317,0.192724,0.00069952,0.00555205,5.93486
5.69536,0.102467,0.000644684,0.00566983,5.80703
5.77254,0.114819,0.000388145,0.00560021,5.89615
5.84447,0.105123,0.000428677,0.00567508,5.95856
5.86093,0.106016,0.000383854,0.00560951,5.97699
5.73797,0.102385,0.000684738,0.00558496,5.84933
5.74558,0.101787,0.000735998,0.00563598,5.85623
5.71228,0.101883,0.00346613,0.00546002,5.82599



2.77677,0.0505884,0.000610113,0.0029223,2.83307
2.57435,0.0514054,0.000322342,0.00294685,2.63117
2.51516,0.0511575,0.000327349,0.00296736,2.57181
2.51616,0.0515501,0.000301838,0.00297904,2.57308
2.57104,0.0514665,0.000694036,0.00299144,2.62826
2.52018,0.0509028,0.00031209,0.00292611,2.57641
2.54491,0.051312,0.000670433,0.00289989,2.60183
2.56536,0.0521631,0.000300884,0.00297236,2.62297
2.5089,0.0507102,0.000309706,0.00294805,2.56511
2.50679,0.0508523,0.000304461,0.00289392,2.56294
2.58682,0.0512402,0.000666857,0.00300741,2.64389
2.53364,0.0512378,0.000299215,0.00302339,2.59038
2.56404,0.051075,0.000640869,0.00295091,2.62081
2.56566,0.0509219,0.00031209,0.00295877,2.622
2.51422,0.0509942,0.000347614,0.00297213,2.57086
2.51342,0.0509393,0.000603676,0.00293684,2.57016
2.51046,0.0512772,0.000613451,0.00294614,2.56749
2.52501,0.0514164,0.000294924,0.00298405,2.58186
2.5494,0.051589,0.000303507,0.00300241,2.60628
2.54631,0.0513859,0.000317812,0.00293779,2.60313
2.54745,0.0508189,0.000687122,0.00292325,2.60419
2.52849,0.051008,0.00337887,0.00284529,2.58783
2.57228,0.0510974,0.000645638,0.00293732,2.62918
2.52446,0.0508561,0.000324965,0.00301719,2.58073
2.51652,0.0512183,0.000645399,0.0029254,2.57349
2.59682,0.0511773,0.000856161,0.00293899,2.65378
2.54647,0.0508797,0.000600338,0.00290823,2.60327
2.51109,0.0510638,0.000456333,0.00299311,2.57146
2.50759,0.051362,0.000302076,0.00292683,2.56418
2.50906,0.0509956,0.000317574,0.00295472,2.56664
2.55395,0.0509009,0.000309229,0.00299549,2.61014
2.52075,0.0507243,0.000308037,0.00294638,2.57696
2.51625,0.0512602,0.000298977,0.00296497,2.57301
