5.57114,6.28916
5.49359,6.21179
5.46846,6.18434
5.59032,6.30654
5.48142,6.19776
5.46224,6.17807
5.62809,6.34322
5.48275,6.1987
5.45542,6.1717
5.48269,6.19863



2.33632,2.98913
2.33407,2.98748
2.35101,3.00409
2.33041,2.98334
2.35204,3.0043
2.33625,2.98887
2.33342,2.98565
2.38943,3.04275
2.42675,3.07939
2.33914,2.9914



3.94551,4.63297
3.94203,4.62905
3.91529,4.60286
3.94778,4.63309
4.07095,4.75128
3.94665,4.63396
3.93982,4.62569
4.07278,4.75503
4.08606,4.76626
4.05564,4.73981



8.11565,8.95963
8.06486,8.90921
8.09392,8.9367
8.1038,8.94557
8.07196,8.92036
8.41568,9.22965
8.13856,8.97883
8.20342,9.04421
8.02125,8.83251
7.9534,8.76466



2.50637,3.15196
2.49436,3.1403
2.55061,3.1962
2.55059,3.19633
2.59013,3.23564
2.50809,3.15468
2.57978,3.22556
2.48418,3.12979
2.4973,3.14291
2.49974,3.14597



2.04085,2.67705
2.05119,2.68772
2.08291,2.71864
2.04725,2.68374
2.04481,2.68097
2.04806,2.68429
2.08121,2.71741
2.08496,2.72098
2.03773,2.67397
2.05398,2.69037



11.6339,12.4539
11.5479,12.3668
11.6835,12.503
11.5368,12.3564
11.5951,12.4155
11.4866,12.3068
11.4606,12.2797
11.8194,12.6408
11.5326,12.355
11.5805,12.4007



4.14962,4.81162
4.12582,4.79226
4.124,4.78646
4.26596,4.92855
4.11268,4.77475
4.13084,4.79311
4.23025,4.89244
4.24202,4.90487
4.14001,4.80198
4.12655,4.78927



12.8989,13.6666
12.9251,13.6875
13.0432,13.8081
13.2047,13.9634
12.8856,13.6519
12.9464,13.7114
13.2256,13.9846
12.9434,13.7074
12.9106,13.6745
12.9427,13.7077



10.5091,11.2439
10.4775,11.2131
10.5529,11.287
10.4845,11.2192
10.4946,11.2292
10.5302,11.2638
10.5166,11.2513
10.5062,11.2409
10.5255,11.2604
10.5221,11.2573



5.8082,6.49187
5.92037,6.60482
6.05962,6.74326
5.83446,6.51911
5.95934,6.64256
5.9375,6.62135
5.85395,6.53839
6.00246,6.68663
5.94565,6.62828
5.87029,6.55422



6.88059,7.57445
6.87749,7.57302
6.74723,7.44151
6.92752,7.62122
6.69713,7.39082
6.74314,7.4373
6.70129,7.39485
6.71039,7.40404
6.70518,7.39897
6.73112,7.42453



2.40901,3.04638
2.47435,3.11175
2.41266,3.05004
2.39815,3.03639
2.3931,3.03058
2.41905,3.0568
2.37728,3.01413
2.38099,3.01869
2.39412,3.03136
2.39551,3.03338



2.77283,3.41527
2.83026,3.47203
2.76242,3.40464
2.75547,3.39806
2.83007,3.47265
2.7544,3.39718
2.76147,3.40418
2.74858,3.39134
2.75082,3.39402
2.75104,3.39376



3.07887,3.72499
3.08899,3.73652
3.08796,3.73806
3.14909,3.79578
3.09715,3.7442
3.10564,3.7526
3.16296,3.80985
3.1144,3.76129
3.08957,3.73582
3.18028,3.82703



5.96434,6.6454
5.96581,6.65006
5.96703,6.64825
5.94979,6.63024
5.94736,6.62813
5.94222,6.62317
5.9565,6.63699
6.12443,6.80514
5.93111,6.61162
5.983,6.66267



8.75906,9.47205
8.74119,9.45317
8.7653,9.47851
8.97711,9.68974
8.71725,9.42994
8.68024,9.39315
8.72306,9.43602
8.77464,9.50887
8.67973,9.39393
8.71152,9.42395



28.8703,29.8189
28.8638,29.7853
28.5103,29.4393
28.1975,29.1275
28.1547,29.0835
28.0153,28.9421
28.0272,28.9548
27.9424,28.868
28.4748,29.4015
27.7953,28.7207



20.7014,21.5433
20.7369,21.5786
20.6926,21.5337
20.5544,21.3951
20.567,21.4084
20.7328,21.5747
21.6385,22.4802
21.1067,21.9483
20.5784,21.4204
20.6425,21.485



4.94465,5.61487
4.93091,5.60151
4.93025,5.59963
4.90838,5.57793
4.9577,5.62761
4.90897,5.57959
5.02532,5.69496
4.91276,5.58169
4.90463,5.57356
4.97392,5.64342



6.74153,7.43089
6.80803,7.49755
6.96464,7.65326
6.9103,7.59961
6.94762,7.63633
6.84644,7.53518
6.82312,7.51175
6.8404,7.53026
6.81688,7.50628
6.823,7.51252



14.3711,15.1418
14.6943,15.4657
14.4612,15.2321
14.5612,15.3323
14.3702,15.1413
14.4356,15.2074
14.4166,15.1876
14.3506,15.1221
14.428,15.1985
14.4515,15.2226



9.07665,9.77495
8.95582,9.65394
8.73277,9.43105
8.94844,9.64718
8.72379,9.42209
8.64598,9.34459
8.80921,9.50646
8.74316,9.44089
8.76031,9.45802
8.72795,9.42606



14.9403,15.7084
14.8889,15.6581
14.985,15.7536
14.5571,15.3267
14.6376,15.4059
14.6281,15.3978
15.0176,15.7871
14.5489,15.3212
14.5891,15.3583
14.6042,15.3747



12.6212,13.3675
12.5417,13.2873
12.6037,13.3498
12.6332,13.3789
12.4849,13.2316
12.8263,13.5728
12.6001,13.3468
12.5214,13.2685
12.4752,13.2217
12.8602,13.607



